# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,
# Tue Nov 24 00:36:12 2020,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,,,,,,
# COLUMN kepler_name:    Kepler Name,,,,,,,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,,,,,,
# COLUMN koi_eccen:      Eccentricity,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact:     Impact Parameter,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth:      Transit Depth [ppm],,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,,,,,,
# COLUMN koi_model_snr:  Transit Signal-to-Noise,,,,,,,,,,,,,,,,,,Confirmed,2358
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,Candidate,2366
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,False Positive,4840
# COLUMN koi_smet:       Stellar Metallicity [dex],,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,9564
# COLUMN koi_smass:      Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,
# COLUMN koi_sage:       Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
kepid,kepler_name,koi_disposition,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,,,
5963222,,FALSE POSITIVE,1.217266418,0,0.878,3.3208,5.81E+03,14.49,7548.29,603.4,6631,4.145,0.04,1.638,1.366,,,,
5982353,,FALSE POSITIVE,19.56309252,0,0.842,6.9547,1.30E+04,23.76,205.39,2477,6208,3.959,-0.3,1.831,1.112,,,,
6205468,,FALSE POSITIVE,3.7228551,0,0.911,12.8164,2.97E+03,5.67,368.33,294.8,5873,4.547,-0.22,0.863,0.954,,,,
8506766,,FALSE POSITIVE,48.93786896,0,0.981,6.5868,7.24E+03,24.19,80.37,445.7,7066,4.094,-0.24,1.761,1.406,,,,
3240706,,FALSE POSITIVE,5.48990788,0,1.199,4.02,5.99E+02,23.6,275.65,36.7,5982,4.493,-0.04,0.96,1.047,,,,
2853093,Kepler-767 b,CONFIRMED,161.5278347,0,0,3.6734,4.65E+03,8.19,4.25,54.7,5778,4.285,0.16,1.213,1.033,,,,
3228824,,FALSE POSITIVE,0.73093905,0,0.018,2.8437,4.51E+02,1.45,1159.62,52.4,4768,4.588,-0.1,0.711,0.714,,,,
3245969,Kepler-768 b,CONFIRMED,11.39102358,0,0.732,2.303,4.49E+02,1.67,34.55,10.5,4983,4.617,0.07,0.728,0.836,,,,
3231341,Kepler-24 c,CONFIRMED,12.33343853,0,0.979,6.221,5.36E+02,4.12,165.3,31.7,5896,4.197,-0.36,1.24,0.884,,,,
10468940,Kepler-273 c,CONFIRMED,8.01500821,0,0.645,3.0137,3.63E+02,2,132.46,28.6,5359,4.375,0.14,1.002,0.867,,,,
10341831,,FALSE POSITIVE,0.933749941,0,1.225,6.606,4.15E+02,12.93,168.44,88.8,3682,4.786,0.07,0.48,0.512,,,,
10337517,Kepler-783 c,CONFIRMED,7.053934488,0,0.899,1.7244,5.12E+02,2.36,117.33,56.3,5357,4.498,0,0.863,0.854,,,,
10337517,Kepler-783 b,CONFIRMED,4.29263699,0,0.454,2.7,6.14E+01,0.68,227.69,11.4,5357,4.498,0,0.863,0.854,,,,
10351231,,CANDIDATE,7.6746614,0,0.939,1.9374,5.03E+02,2.8,198.67,20.8,6063,4.47,-0.02,1.001,1.079,,,,
10485179,,FALSE POSITIVE,0.445275074,0,0.639,2.276,2.55E+02,1.21,3419.7,86.3,5346,4.621,-0.34,0.725,0.81,,,,
8561063,Kepler-42 b,CONFIRMED,1.213770423,0,0.83,0.5532,1.82E+03,0.78,18.03,111.4,3292,5.215,-0.42,0.148,0.132,,,,
8561063,Kepler-42 c,CONFIRMED,0.453287416,0,0.81,0.4445,1.46E+03,0.76,66.14,150.4,3292,5.215,-0.42,0.148,0.132,,,,
8892910,,FALSE POSITIVE,10.81013273,0,0.948,4.4618,6.17E+03,13.95,222.68,806.5,6211,4.269,0,1.284,1.114,,,,
8561063,Kepler-42 d,CONFIRMED,1.865114193,0,0.785,0.4279,1.12E+03,0.66,10.1,56.9,3292,5.215,-0.42,0.148,0.132,,,,
10657664,,FALSE POSITIVE,3.273699006,0,0.733,3.07626,6.86E+03,22.36,20728.79,1293.1,10816,4.086,0.07,2.493,2.76,,,,
3337351,,FALSE POSITIVE,7.047103499,0,1.047,3.3208,7.13E+04,51.86,196.62,274.9,5730,4.417,0.18,1.035,1.018,,,,
6153201,,FALSE POSITIVE,0.530300102,0,1.2507,2.8502,3.04E+03,35.73,7972.18,207.4,6184,4.448,-0.06,1.038,1.1,,,,
5802486,,FALSE POSITIVE,1.073917869,0,1.266,2.4305,1.93E+03,33.01,2450.63,137.5,5962,4.479,-0.1,0.959,1.011,,,,
5817553,,FALSE POSITIVE,4.206096814,0,1.239,10.7381,1.30E+03,32.66,581.11,149.3,6306,4.426,-0.1,1.076,1.126,,,,
5982368,,FALSE POSITIVE,19.56313723,0,0.908,6.8575,5.54E+03,9.73,58.71,157.8,5766,4.352,-0.02,1.077,0.952,,,,
5816811,,FALSE POSITIVE,2.227718792,0,1.04,4.9699,1.04E+03,8.88,906.46,124.3,6038,4.508,-0.22,0.922,1,,,,
5816165,,FALSE POSITIVE,0.591914504,0,1.344,1.0225,1.06E+03,27.21,1746.78,56.3,5122,4.659,-0.52,0.655,0.713,,,,
7102227,Kepler-290 c,CONFIRMED,36.7704935,0,0.545,4.42,1.35E+03,2.83,8.6,40.8,5142,4.602,-0.06,0.755,0.84,,,,
7102227,Kepler-290 b,CONFIRMED,14.58932429,0,0.694,2.4184,8.31E+02,2.32,29.53,29.3,5142,4.602,-0.06,0.755,0.84,,,,
7102227,,CANDIDATE,0.764017553,0,0.442,1.103,1.28E+02,0.86,1503.79,13.2,5142,4.602,-0.06,0.755,0.84,,,,
6960913,Kepler-61 b,CONFIRMED,59.8780258,0,0.004,4.8027,1.42E+03,2.19,1.31,51.8,4016,4.658,0.02,0.599,0.595,,,,
6837146,,CANDIDATE,20.51360192,0,0.703,3.4769,1.17E+03,2.58,20.15,32.3,5310,4.608,-0.5,0.704,0.733,,,,
11122894,Kepler-297 c,CONFIRMED,74.92768653,0,0.796,4.74,4.12E+03,6.39,6.62,161.5,5618,4.46,-0.22,0.897,0.846,,,,
11122894,,CANDIDATE,150.0189511,0,1.252,4.3823,4.32E+03,32.6,2.62,106.2,5618,4.46,-0.22,0.897,0.846,,,,
11129738,Kepler-844 b,CONFIRMED,2.613020421,0,0.891,1.9588,6.00E+02,1.5,61.24,31.1,3883,4.725,-0.24,0.517,0.516,,,,
11401182,Kepler-845 b,CONFIRMED,0.927859786,0,0.795,1.4279,5.15E+02,1.79,813.3,99.8,4815,4.631,0.07,0.699,0.799,,,,
11030711,,CANDIDATE,205.912735,0,0.196,9.992,2.38E+03,4.68,1.85,49.4,5644,4.457,0.14,0.969,0.981,,,,
11512246,Kepler-23 b,CONFIRMED,7.10695741,0,0.079,5.1462,1.31E+02,1.72,422.8,33.8,5761,4.091,0.06,1.518,1.036,,,,
6607286,,CANDIDATE,0.783276173,0,0.041,1.6735,2.65E+02,1.98,5056.88,46.9,5640,4.247,0.16,1.233,0.979,,,,
6607286,,CANDIDATE,3.17405898,0,0.422,2.3156,2.82E+02,2.09,780.46,29.2,5640,4.247,0.16,1.233,0.979,,,,
6690082,Kepler-280 b,CONFIRMED,2.1395563,0,0.368,2.0678,2.66E+02,1.76,974.3,48.9,5534,4.338,0.14,1.08,0.926,,,,
6690082,Kepler-280 c,CONFIRMED,4.807103254,0,0.94,0.9393,4.51E+02,2.96,330.84,32.9,5534,4.338,0.14,1.08,0.926,,,,
6448890,Kepler-56 c,CONFIRMED,21.4054422,0,0.943,11.721,4.09E+02,11.64,330,60.9,4838,3.299,0.2,4.361,1.381,,,,
6448890,Kepler-56 b,CONFIRMED,10.5007712,0,0.034,14.522,1.83E+02,5.68,852.28,45.3,4838,3.299,0.2,4.361,1.381,,,,
10730034,Kepler-285 b,CONFIRMED,2.633852528,0,0.204,2.0206,2.60E+02,1.38,387.43,23.3,5114,4.463,0.16,0.878,0.817,,,,
10730034,Kepler-285 c,CONFIRMED,6.18670882,0,0.013,2.909,2.03E+02,1.21,123.96,14.3,5114,4.463,0.16,0.878,0.817,,,,
10858691,Kepler-286 b,CONFIRMED,1.796320953,0,0.015,1.9139,2.11E+02,1.2,827.82,22.1,5576,4.503,-0.36,0.829,0.8,,,,
10858691,Kepler-286 c,CONFIRMED,3.468073,0,0.143,2.361,2.44E+02,1.29,343.57,20.6,5576,4.503,-0.36,0.829,0.8,,,,
10858691,Kepler-286 d,CONFIRMED,5.9142668,0,0.04,2.661,2.53E+02,1.31,168.51,17.4,5576,4.503,-0.36,0.829,0.8,,,,
8107380,Kepler-476 b,CONFIRMED,14.00640392,0,0.568,4.6919,7.16E+02,3.11,100.09,109.3,5788,4.323,0,1.124,0.969,,,,
6936909,Kepler-291 b,CONFIRMED,3.546531809,0,0.633,2.2746,4.43E+02,2.18,510.26,26.4,5993,4.489,0.07,0.986,1.093,,,,
6936909,Kepler-291 c,CONFIRMED,5.70070626,0,0.664,1.6408,3.80E+02,2.03,270.62,15.2,5993,4.489,0.07,0.986,1.093,,,,
6962977,Kepler-292 f,CONFIRMED,20.8341497,0,0.269,4.522,8.03E+02,2.26,23.82,26.2,5296,4.538,-0.1,0.808,0.821,,,,
6962977,Kepler-292 d,CONFIRMED,7.0556584,0,0.301,3.0479,7.06E+02,2.13,100.88,32.1,5296,4.538,-0.1,0.808,0.821,,,,
11176127,Kepler-298 b,CONFIRMED,10.47548084,0,0.664,2.3024,1.07E+03,2.11,20.15,40.3,4463,4.677,-0.24,0.611,0.662,,,,
11176127,Kepler-298 c,CONFIRMED,22.92886314,0,0.805,2.0831,9.09E+02,2.08,7.09,21.3,4463,4.677,-0.24,0.611,0.662,,,,
11176127,Kepler-298 d,CONFIRMED,77.4740991,0,0.758,4.168,1.54E+03,2.63,1.4,27.5,4463,4.677,-0.24,0.611,0.662,,,,
11075279,,CANDIDATE,345.1589354,0,0.87,7.5646,5.09E+03,7.79,0.8,197.9,5597,4.515,0.28,0.931,1.032,,,,
11014932,Kepler-299 c,CONFIRMED,6.88595222,0,0.953,4.148,4.29E+02,2.68,189.35,34.5,5616,4.394,-0.02,0.999,0.903,,,,
6607447,,CANDIDATE,99.6442783,0,0.966,5.1772,3.22E+03,8.48,6.98,163.2,6102,4.447,-0.08,1.016,1.049,,,,
6677256,,FALSE POSITIVE,3.125814002,0,0.506,1.7895,2.39E+02,1.88,1073.04,32,6358,4.346,-0.1,1.181,1.125,,,,
8030148,Kepler-474 b,CONFIRMED,5.660669429,0,0.477,4.6483,7.38E+02,3.24,365.53,201.1,5746,4.266,-0.08,1.173,0.927,,,,
6692833,,FALSE POSITIVE,10.80487163,0,0.207,2.7215,2.93E+02,1.71,127.84,27.4,6092,4.471,-0.06,0.998,1.074,,,,
6693640,Kepler-798 b,CONFIRMED,13.71938426,0,0.022,5.5677,3.16E+02,1.98,131.94,48.3,6387,4.41,-0.12,1.105,1.145,,,,
10858691,Kepler-286 e,CONFIRMED,29.2214959,0,0.779,4.014,3.94E+02,1.81,20.03,14.6,5576,4.503,-0.36,0.829,0.8,,,,
10973814,Kepler-287 c,CONFIRMED,44.8520997,0,0.807,3.5729,7.81E+02,3.35,16.35,33,5514,4.345,0.16,1.071,0.926,,,,
10973814,Kepler-287 b,CONFIRMED,20.34237838,0,0.826,2.3351,5.65E+02,2.88,46.93,28.7,5514,4.345,0.16,1.071,0.926,,,,
6541920,Kepler-11 g,CONFIRMED,118.3786735,0,0.011,9.5574,1.08E+03,3.4,4.75,83.1,5657,4.364,0,1.046,0.921,,,,
10586208,Kepler-811 b,CONFIRMED,23.58444746,0,0.711,5.5545,4.29E+02,3,66.96,42.8,5655,4.152,0,1.354,0.947,,,,
6962977,Kepler-292 e,CONFIRMED,11.97884409,0,0.073,3.751,7.08E+02,2.11,49.87,27.8,5296,4.538,-0.1,0.808,0.821,,,,
6962977,Kepler-292 c,CONFIRMED,3.71545593,0,0.327,2.558,3.32E+02,1.46,237.42,19.6,5296,4.538,-0.1,0.808,0.821,,,,
6962977,Kepler-292 b,CONFIRMED,2.58083264,0,0.16,2.1729,2.70E+02,1.31,386.18,17.5,5296,4.538,-0.1,0.808,0.821,,,,
7174351,,FALSE POSITIVE,1.487084251,0,0.678,1.3233,2.96E+02,1.6,1076.29,17.9,5650,4.551,0.07,0.876,0.993,,,,
6932987,Kepler-293 b,CONFIRMED,19.25404023,0,0.548,4.6509,9.88E+02,3.04,44.17,50.7,5798,4.507,0.1,0.941,1.038,,,,
11014932,Kepler-299 d,CONFIRMED,15.0549356,0,0.321,4.801,2.56E+02,1.6,66.72,16.6,5616,4.394,-0.02,0.999,0.903,,,,
11014932,Kepler-299 b,CONFIRMED,2.92721119,0,0.043,2.545,1.70E+02,1.29,593.23,18,5616,4.394,-0.02,0.999,0.903,,,,
11014932,Kepler-299 e,CONFIRMED,38.2856338,0,0.115,6.512,3.23E+02,1.77,19.24,15,5616,4.394,-0.02,0.999,0.903,,,,
11288505,Kepler-846 b,CONFIRMED,19.80787763,0,0.054,3.453,6.16E+02,2.08,35.89,20.1,5775,4.558,-0.22,0.84,0.934,,,,
11493431,Kepler-847 b,CONFIRMED,2.343230566,0,0.047,2.0424,2.47E+02,1.18,292.31,23.9,4798,4.533,0.16,0.782,0.761,,,,
6441738,,CANDIDATE,19.03723442,0,0.033,3.3882,4.01E+02,5.74,288.04,25.3,5248,3.523,-0.58,2.892,1.017,,,,
8801343,,FALSE POSITIVE,2.73987398,0,0.703,4.15886,2.06E+04,34.83,4705.3,1454.3,6520,3.844,-0.32,2.26,1.3,,,,
8488878,,FALSE POSITIVE,5.801880653,0,0.773,4.2608,4.19E+04,19.91,203.62,396.8,5845,4.541,-0.16,0.874,0.968,,,,
8560285,,FALSE POSITIVE,85.34092607,0,12.773,10.6141,5.17E+04,1177.65,6.61,898.4,6004,4.522,-0.26,0.898,0.978,,,,
8620565,,FALSE POSITIVE,0.782045734,0,1.244,1.7945,1.62E+04,45.05,4332.1,272.3,6113,4.463,-0.12,0.995,1.044,,,,
8616873,,CANDIDATE,0.576078683,0,1.113,1.63253,1.01E+04,23.23,3647.63,426,5693,4.57,-0.24,0.816,0.911,,,,
10854768,Kepler-812 b,CONFIRMED,10.1171684,0,0.296,4.6677,2.89E+02,3.07,433.41,50.6,6306,4.077,0.24,1.792,1.399,,,,
10964440,Kepler-813 b,CONFIRMED,19.12947603,0,0.861,3.9622,4.51E+02,4.23,105.25,31.7,5372,4.007,0.46,1.71,1.084,,,,
10713616,Kepler-1667 b,CONFIRMED,83.5781976,0,0.544,7.2487,6.31E+02,6.63,43.62,54.9,6056,3.788,0.26,2.562,1.468,,,,
10963242,Kepler-814 b,CONFIRMED,6.1469956,0,0.083,3.3153,2.50E+02,2.04,433.72,25.8,6110,4.285,0.16,1.296,1.185,,,,
10785538,,FALSE POSITIVE,0.522457732,0,0.967,0.8907,1.44E+02,1.52,6715.55,48.2,5991,4.459,-0.26,0.954,0.956,,,,
6932987,Kepler-293 c,CONFIRMED,54.1558384,0,0.927,4.432,1.11E+03,3.88,11.12,29.1,5798,4.507,0.1,0.941,1.038,,,,
8191672,Kepler-5 b,CONFIRMED,3.548465446,0,0.075,4.56904,7.25E+03,14.92,1708.28,2486.5,6290,4.074,0.04,1.746,1.319,,,,
6851425,Kepler-477 B b,CONFIRMED,11.1199028,0,0.72,3.3759,6.36E+02,2.08,42.07,100.3,5078,4.581,0,0.766,0.816,,,,
6934291,Kepler-828 b,CONFIRMED,0.567856484,0,0.324,1.0258,3.35E+02,1.55,2760.23,53.8,5073,4.483,0.14,0.853,0.806,,,,
7357531,,FALSE POSITIVE,251.0597249,0,1.264,5.1095,7.42E+03,44.2,1.93,110.3,5714,4.34,0,1.086,0.94,,,,
6185711,,FALSE POSITIVE,11.70219638,0,1.166,2.6658,6.40E+02,16.15,63.16,41.3,5758,4.596,-0.52,0.762,0.848,,,,
11037335,Kepler-300 c,CONFIRMED,40.7150498,0,0.638,8.587,5.64E+02,2.2,16.76,56.4,5968,4.534,-0.26,0.881,0.97,,,,
11037335,Kepler-300 b,CONFIRMED,10.44635944,0,0.967,2.749,3.54E+02,2.18,102.77,34.4,5968,4.534,-0.26,0.881,0.97,,,,
11389771,Kepler-301 b,CONFIRMED,2.508553286,0,0.009,2.2664,2.12E+02,1.28,629.8,26.8,5814,4.523,-0.18,0.881,0.944,,,,
11389771,Kepler-301 d,CONFIRMED,13.75129636,0,0.359,3.853,3.49E+02,1.66,65.24,24.6,5814,4.523,-0.18,0.881,0.944,,,,
8737796,,FALSE POSITIVE,0.885747456,0,1.205,4.4788,8.95E+02,269.98,142553.16,203.6,5487,2.816,-0.5,10.396,2.581,,,,
8462258,,FALSE POSITIVE,3.611541977,0,1.254,8.6068,2.97E+03,28.07,240.29,167.1,5203,4.504,-0.2,0.802,0.75,,,,
10925104,Kepler-114 c,CONFIRMED,8.041347775,0,0.26,2.6332,5.91E+02,1.29,15.59,77.5,3980,4.722,-0.2,0.54,0.56,,,,
8454250,,FALSE POSITIVE,5.082722475,0,0.019,5.9139,1.97E+03,4.4,296.94,95.5,5780,4.438,0,1,1,,,,
8494263,,CANDIDATE,78.9257421,0,0.359,7.5193,1.80E+04,11.9,5.94,85.2,5750,4.538,-0.04,0.882,0.98,,,,
8848271,,FALSE POSITIVE,9.991625291,0,1.256,3.8552,3.45E+03,38.93,160.14,220.3,5874,4.338,-0.12,1.096,0.954,,,,
10585852,Kepler-815 b,CONFIRMED,8.57504983,0,0.129,8.653,1.61E+02,4.26,841.68,36.9,4986,3.462,-0.04,3.464,1.268,,,,
10928043,,CANDIDATE,6.84639884,0,0.9,3.4919,1.50E+02,1.9,387.84,36.3,6065,4.251,0.07,1.31,1.115,,,,
10794087,,CANDIDATE,7.64970832,0,0.898,6.625,5.54E+01,1.43,404.99,28.5,5855,4.125,0.4,1.613,1.266,,,,
10794087,,CANDIDATE,12.37679312,,,3.85,,,,,,,,,,,,,
6541920,Kepler-11 b,CONFIRMED,10.30401132,0,0.017,4.2246,3.16E+02,1.84,122.98,53.8,5657,4.364,0,1.046,0.921,,,,
4275739,,FALSE POSITIVE,2.171827838,0,1.323,3.2205,4.21E+04,58.56,698.31,300.6,5650,4.513,-0.02,0.891,0.944,,,,
7287415,,CANDIDATE,3.016182013,0,0.732,2.8349,2.23E+02,2.25,1044.49,31.9,5611,4.144,0.16,1.4,0.995,,,,
6924203,Kepler-829 b,CONFIRMED,6.8833761,0,0.075,2.2702,4.58E+02,1.69,127.67,28.1,5679,4.581,-0.32,0.794,0.886,,,,
6878167,,FALSE POSITIVE,0.833980196,0,0.547,1.756,2.61E+02,1.45,2562.78,56.9,5747,4.53,-0.14,0.871,0.939,,,,
6880531,,FALSE POSITIVE,69.62754202,,,11.07,,,,,,,,,,,,,
6863839,,FALSE POSITIVE,1.926353494,0,0.767,2.5305,1.85E+02,1.33,1146.34,36.9,6063,4.481,-0.52,0.899,0.893,,,,
7296086,,FALSE POSITIVE,0.890737359,0,1.146,1.9257,1.96E+02,20.57,3948.43,37.7,5687,4.293,0.12,1.169,0.979,,,,
11389771,Kepler-301 c,CONFIRMED,5.41908491,0,0.536,2.3379,2.31E+02,1.38,225.71,20.2,5814,4.523,-0.18,0.881,0.944,,,,
11599038,,CANDIDATE,7.01733571,0,0.581,3.567,2.56E+02,1.61,221.46,15.5,6052,4.456,-0.26,0.967,0.974,,,,
11193263,Kepler-848 b,CONFIRMED,6.91134223,0,0.259,5.6743,2.02E+02,1.9,328.65,44,5685,4.194,0.24,1.35,1.039,,,,
11027624,Kepler-849 b,CONFIRMED,394.6249514,0,0.336,24.108,2.01E+03,7.79,2.65,234.6,5910,4.03,0.14,1.727,1.164,,,,
11032227,Kepler-850 b,CONFIRMED,7.19304935,0,0.017,3.407,2.55E+02,1.59,232.36,19,6185,4.472,-0.18,0.991,1.06,,,,
8751933,Kepler-420 b,CONFIRMED,86.64764448,0,0,4.2326,7.31E+03,9.4,7.28,241.9,5522,4.323,0.26,1.12,0.963,,,,
8630788,Kepler-281 c,CONFIRMED,36.33750453,0,0.825,7.06,2.83E+03,5.3,16.36,96.8,5717,4.538,0,0.884,0.984,,,,
8630788,Kepler-281 b,CONFIRMED,14.64613058,0,0.561,5.688,5.94E+02,2.22,54.95,30,5717,4.538,0,0.884,0.984,,,,
8630788,,CANDIDATE,148.272013,0,0.883,4.192,1.71E+03,4.3,2.51,21.8,5717,4.538,0,0.884,0.984,,,,
8823426,,FALSE POSITIVE,1.506507172,0,1.226,4.5346,8.81E+02,13.4,97.56,86.7,3755,4.774,-0.2,0.473,0.485,,,,
4070376,,FALSE POSITIVE,1.634614356,0,1.229,3.4422,1.98E+04,44.22,1597.73,376.5,6121,4.468,-0.22,0.97,1.001,,,,
4078157,,FALSE POSITIVE,16.02501898,0,13.239,3.8828,2.91E+04,1069.01,44.01,257.8,5776,4.582,-0.42,0.789,0.879,,,,
4164994,Kepler-816 b,CONFIRMED,10.50682978,0,0.407,3.7769,1.34E+04,9.01,47.21,343.4,5127,4.589,0.12,0.782,0.872,,,,
4480676,,FALSE POSITIVE,0.711966971,0,1.268,2.0221,6.23E+03,33.34,2808.98,392.2,5486,4.47,-0.44,0.83,0.741,,,,
4079535,,FALSE POSITIVE,17.72724392,0,0.825,4.1073,1.69E+04,14.77,71.06,109.7,6181,4.464,-0.14,1.006,1.074,,,,
6766634,,CANDIDATE,321.2124365,0,0.873,4.012,2.36E+03,7.25,2.17,81.7,6018,4.257,0.06,1.286,1.09,,,,
6774826,,FALSE POSITIVE,7.13895376,0,1.199,4.568,2.54E+02,49.96,1635,32.9,7131,3.913,-0.5,2.145,1.373,,,,
5652237,,FALSE POSITIVE,4.4645454,0,0.808,2.8823,1.94E+02,3.07,1555.36,37.6,6093,3.91,-0.18,1.985,1.168,,,,
7211469,Kepler-830 b,CONFIRMED,11.29689442,0,0.634,4.623,1.99E+02,1.74,160.18,20.9,6096,4.358,0.14,1.176,1.155,,,,
7375795,,FALSE POSITIVE,19.30112039,0,0.862,6.0752,2.32E+02,1.66,47.49,45,5687,4.408,-0.3,0.943,0.83,,,,
7255336,,FALSE POSITIVE,1.20320092,0,1.274,1.9197,2.81E+03,49.25,4809.16,250.8,6218,4.198,-0.24,1.349,1.045,,,,
7831264,Kepler-116 b,CONFIRMED,5.968724048,0,0.166,3.651,5.11E+02,3.26,579.9,107.1,6122,4.173,0.02,1.439,1.123,,,,
7802136,,FALSE POSITIVE,10.9802462,0,0.733,3.74464,5.01E+04,21.94,107.47,1555.4,5952,4.462,-0.52,0.897,0.851,,,,
7532973,Kepler-854 b,CONFIRMED,2.144632238,0,1.228,6.2701,1.98E+04,59.19,2146.82,334.8,6296,4.24,-0.16,1.305,1.076,,,,
9632895,,FALSE POSITIVE,27.32204488,0,0.257,5.6716,7.75E+04,21.58,18.81,3622.7,5620,4.592,-0.36,0.772,0.863,,,,
7449844,,FALSE POSITIVE,1.152216965,0,0.811,2.2245,1.21E+04,187.73,183811.71,104.5,5560,2.619,0.56,15.113,3.468,,,,
8766222,,FALSE POSITIVE,5.2972293,0,0.022,3.799,1.21E+03,47.7,15961.1,31.8,4631,2.386,-0.04,14.296,1.812,,,,
8678594,Kepler-799 b,CONFIRMED,133.460999,0,0.249,11.4997,5.03E+03,11.21,8.29,162.3,5588,4.047,0.14,1.593,1.031,,,,
10925104,Kepler-114 b,CONFIRMED,5.188563677,0,0.179,2.3683,3.59E+02,1,27.95,56.4,3980,4.722,-0.2,0.54,0.56,,,,
8678594,,CANDIDATE,15.19423359,0,0.906,3.106,3.68E+02,3.69,150.25,18.1,5588,4.047,0.14,1.593,1.031,,,,
8703884,,FALSE POSITIVE,14.17098745,0,0.041,3.4804,3.07E+03,4.19,32.22,93.6,5107,4.565,-0.02,0.777,0.807,,,,
8560840,,FALSE POSITIVE,31.9734169,0,1.24,13.262,1.41E+03,24.1,9.01,62.5,4931,4.595,0.28,0.774,0.865,,,,
4076098,Kepler-817 b,CONFIRMED,3.990105908,0,0.582,2.4108,6.15E+03,7.45,378.53,247.8,5926,4.519,-0.12,0.913,1.004,,,,
4551328,,FALSE POSITIVE,0.52205862,0,1.24,2.0847,1.38E+03,27.16,3951.57,169,5359,4.478,0,0.878,0.847,,,,
4282872,Kepler-818 b,CONFIRMED,10.03538181,0,0.079,3.4062,2.83E+03,4.42,90.33,150.9,5813,4.561,-0.28,0.833,0.925,,,,
4639868,,FALSE POSITIVE,53.10094262,0,0.988,2.2868,2.00E+04,24.02,10.93,1108.5,5465,4.396,0,0.973,0.859,,,,
10555375,,FALSE POSITIVE,5.80181368,0,0.967,4.119,2.70E+02,4.52,1168.82,35.3,6020,3.86,-0.24,2.097,1.162,,,,
4372768,,FALSE POSITIVE,15.6402515,0,1.167,6.222,8.00E+02,18.11,39.55,19.3,5346,4.491,-0.24,0.826,0.771,,,,
7375795,,FALSE POSITIVE,0.691666384,0,0.552,1.9603,3.56E+01,0.58,4014.57,20.8,5687,4.408,-0.3,0.943,0.83,,,,
7211221,Kepler-831 b,CONFIRMED,5.62154315,0,0.742,2.4143,1.72E+02,1.37,229.04,35.3,5637,4.439,0,0.96,0.924,,,,
7025526,,FALSE POSITIVE,1.074106954,0,0.122,1.9797,6.45E+01,0.52,588.96,48.5,4699,4.637,0.02,0.676,0.756,,,,
9451127,,FALSE POSITIVE,5.117401517,0,0.683,4.3056,6.29E+04,28.41,385.51,456.6,6161,4.454,0.07,1.053,1.15,,,,
9446824,,FALSE POSITIVE,4.20233673,0,0.004,3.6973,4.60E+04,23.53,570.87,258.8,6185,4.396,-0.04,1.094,1.083,,,,
11356260,Kepler-851 b,CONFIRMED,8.50698069,0,0.816,2.938,2.96E+02,1.9,155.42,20.7,5822,4.428,-0.1,0.986,0.951,,,,
11044770,,FALSE POSITIVE,15.60865244,0,0.985,6.26,3.11E+02,6.17,958.55,46.9,8014,3.94,-0.14,2.43,1.874,,,,
11600889,Kepler-407 b,CONFIRMED,0.669310092,0,0.157,1.6274,1.32E+02,1.13,3643.96,75.3,5475,4.426,0.34,1.003,0.977,,,,
11197126,,FALSE POSITIVE,4.494498254,0,1.149,1.9742,2.48E+02,62.11,1824.84,39.3,5117,3.578,0.26,3.403,1.598,,,,
11043167,Kepler-852 b,CONFIRMED,44.9306706,0,0.481,6.539,4.38E+02,2.49,24.17,33.8,6121,4.397,0.36,1.164,1.233,,,,
8612847,Kepler-800 b,CONFIRMED,14.13175309,0,0.848,4.0136,1.03E+03,3.02,49.18,40.1,5616,4.564,-0.16,0.822,0.907,,,,
8552583,,FALSE POSITIVE,1.061934816,0,1.25,3.2551,4.37E+02,25.72,1789.63,74.5,5730,4.545,-0.06,0.87,0.968,,,,
